Sequence_ID,Distance_Nearest,Pred_Kingdom,True_Kingdom,Entropy_Kingdom,Match_Kingdom,Pred_Phylum,True_Phylum,Entropy_Phylum,Match_Phylum,Pred_Class,True_Class,Entropy_Class,Match_Class,Pred_Order,True_Order,Entropy_Order,Match_Order,Pred_Family,True_Family,Entropy_Family,Match_Family,Pred_Genus,True_Genus,Entropy_Genus,Match_Genus,Pred_Species,True_Species,Entropy_Species,Match_Species
14,0.8868135809898376,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Hymenoptera,Hymenoptera,1.1567796494470395,True,Formicidae,Formicidae,1.3567796494470397,True,Pheidole,Pheidole,2.1609640474436813,True,Pheidole perpilosa,Pheidole plagiaria,3.321928094887362,False
15,0.9928705096244812,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Diptera,Diptera,0.0,True,Culicidae,Culicidae,0.0,True,Lutzia,Lutzia,0.46899559358928117,True,Lutzia fuscana,Lutzia fuscana,1.5709505944546687,True
16,0.9839250445365906,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.0,True,Gobiiformes,Gobiiformes,0.46899559358928117,True,Gobiidae,Gobiidae,0.46899559358928117,True,Trypauchen,Trypauchen,1.360964047443681,True,Trypauchen vagina,Trypauchen vagina,1.360964047443681,True
17,0.9946364760398865,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Autostichidae,Autostichidae,2.446439344671015,True,Procometis,Procometis,2.6464393446710157,True,Procometis hylonoma,Procometis hylonoma,2.8464393446710154,True
18,0.977340579032898,Eukaryota,Eukaryota,0.0,True,Porifera,Porifera,0.0,True,Demospongiae,Demospongiae,0.0,True,Tetractinellida,Tetractinellida,0.0,True,Phymatellidae,Phymatellidae,1.0,True,Neoaulaxinia,Neoaulaxinia,1.0,True,Neoaulaxinia zingiberadix,Neoaulaxinia zingiberadix,1.7219280948873625,True
19,0.9691504836082458,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Notodontidae,Notodontidae,2.4464393446710155,True,Phalera,Phalera,3.121928094887363,True,Phalera bucephala,Phalera bucephala,3.321928094887362,True
20,0.9115535616874695,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.0,True,Mugiliformes,Mugiliformes,2.1609640474436813,True,Mugilidae,Mugilidae,2.1609640474436813,True,Chelon,Chelon,2.6464393446710157,True,Chelon melinopterus,Chelon melinopterus,2.9219280948873627,True
21,0.9827480912208557,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Nymphalidae,Nymphalidae,2.0464393446710156,True,Magneuptychia,Magneuptychia,2.3219280948873626,True,Magneuptychia libye,Magneuptychia libye,2.5219280948873624,True
22,0.8818483948707581,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.9219280948873624,True,Anabantiformes,Anabantiformes,2.5219280948873624,True,Channidae,Channidae,2.5219280948873624,True,Channa,Channa,2.5219280948873624,True,Channa diplogramma,Channa diplogramma,2.5219280948873624,True
23,0.9598398208618164,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.0,True,Synbranchiformes,Synbranchiformes,0.0,True,Synbranchidae,Synbranchidae,0.0,True,Monopterus,Monopterus,0.0,True,Monopterus albus,Monopterus albus,0.0,True
24,0.9951421022415161,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Diptera,Diptera,0.0,True,Sciaridae,Sciaridae,0.0,True,Bradysia,Bradysia,0.0,True,Bradysia angustipennis,Bradysia angustipennis,0.0,True
25,0.965978741645813,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Coleoptera,Coleoptera,0.8812908992306927,True,Chrysomelidae,Chrysomelidae,2.3709505944546683,True,Chrysolina,Chrysolina,2.6464393446710157,True,Chrysolina haemoptera,Chrysolina haemoptera,2.9219280948873627,True
26,0.9938497543334961,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Coleoptera,Coleoptera,1.370950594454669,True,Dytiscidae,Dytiscidae,2.1609640474436813,True,Hygrotus,Hygrotus,2.5219280948873624,True,Hygrotus unguicularis,Hygrotus unguicularis,2.5219280948873624,True
27,0.9970832467079163,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Diptera,Diptera,0.0,True,Chironomidae,Chironomidae,0.0,True,Paraphaenocladius,Paraphaenocladius,0.0,True,Paraphaenocladius impensus,Paraphaenocladius impensus,0.0,True
28,0.9983118772506714,Eukaryota,Eukaryota,0.0,True,Mollusca,Mollusca,0.0,True,Gastropoda,Gastropoda,0.0,True,Cycloneritida,Cycloneritida,0.0,True,Neritidae,Neritidae,0.0,True,Theodoxus,Theodoxus,0.0,True,Theodoxus schultzii,Theodoxus pallasi,2.1219280948873624,False
29,0.9027051329612732,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.9709505944546688,True,Arachnida,Arachnida,0.9709505944546688,True,Opiliones,Araneae,1.6854752972273344,False,Triaenonychidae,Tetragnathidae,1.9609640474436811,False,Nuncia,Tetragnatha,1.9609640474436811,False,Nuncia verrucosa,Tetragnatha kukuhaa,2.321928094887362,False
30,0.9805599451065063,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Plecoptera,Plecoptera,0.0,True,Pteronarcyidae,Pteronarcyidae,0.0,True,Pteronarcella,Pteronarcella,0.0,True,Pteronarcella badia,Pteronarcella badia,0.0,True
31,0.9939468502998352,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Coleoptera,Coleoptera,0.7219280948873623,True,Carabidae,Carabidae,1.5709505944546687,True,Microlestes,Microlestes,2.321928094887362,True,Microlestes maurus,Microlestes maurus,2.5219280948873624,True
32,0.9453480839729309,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Praydidae,Gracillariidae,1.2954618442383217,False,Prays,Phyllonorycter,1.2954618442383217,False,Prays oleae,Phyllonorycter strigulatella,1.5709505944546687,False
33,0.97396320104599,Eukaryota,Eukaryota,0.0,True,Mollusca,Mollusca,0.0,True,Gastropoda,Gastropoda,0.0,True,Neogastropoda,Neogastropoda,0.0,True,Terebridae,Terebridae,1.970950594454669,True,Hastula,Hastula,2.170950594454669,True,Hastula albula,Hastula albula,2.446439344671016,True
34,0.9718332886695862,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Coleoptera,Coleoptera,0.0,True,Curculionidae,Curculionidae,0.0,True,Strophosoma,Strophosoma,0.0,True,Strophosoma melanogrammum,Strophosoma melanogrammum,0.0,True
35,0.9799399375915527,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Hymenoptera,Hymenoptera,0.0,True,Tenthredinidae,Tenthredinidae,0.0,True,Pristiphora,Pristiphora,0.0,True,Pristiphora leucopodia,Pristiphora leucopodia,0.8812908992306927,True
36,0.9825685024261475,Eukaryota,Eukaryota,0.0,True,Nematoda,Nematoda,0.0,True,Chromadorea,Chromadorea,0.0,True,Rhabditida,Rhabditida,0.0,True,Strongylidae,Strongylidae,0.0,True,Cyathostomum,Cyathostomum,0.7219280948873623,True,Cyathostomum catinatum,Cyathostomum catinatum,1.5709505944546687,True
37,0.9828388690948486,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Nymphalidae,Nymphalidae,0.0,True,Zaretis,Zaretis,0.0,True,Zaretis itys,Zaretis itys,1.3567796494470397,True
38,0.9704930782318115,Eukaryota,Eukaryota,0.0,True,Annelida,Annelida,0.0,True,Polychaeta,Polychaeta,0.0,True,Phyllodocida,Phyllodocida,0.0,True,Nereididae,Nereididae,0.0,True,Platynereis,Platynereis,0.0,True,Platynereis dumerilii,Platynereis dumerilii,0.0,True
39,0.8140967488288879,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Arachnida,Arachnida,0.46899559358928117,True,Araneae,Araneae,0.46899559358928117,True,Tetragnathidae,Tetragnathidae,0.46899559358928117,True,Sancus,Tetragnatha,1.3609640474436813,False,Sancus acoreensis,Tetragnatha hawaiensis,1.9609640474436811,False
40,0.9359675645828247,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,1.1567796494470395,True,Insecta,Insecta,1.7709505944546686,True,Diptera,Diptera,2.6464393446710157,True,Tephritidae,Tephritidae,3.321928094887362,True,Bactrocera,Bactrocera,3.321928094887362,True,Bactrocera fulvicauda,Bactrocera latifrons,3.321928094887362,False
41,0.9772120714187622,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Noctuidae,Ypsolophidae,1.360964047443681,False,Euxoa,Ypsolopha,1.9609640474436811,False,Euxoa atristrigata,Ypsolopha alpella,2.6464393446710153,False
42,0.976239800453186,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Geometridae,Geometridae,0.0,True,Inurois,Inurois,0.0,True,Inurois fumosa,Inurois membranaria,0.7219280948873623,False
43,0.9824325442314148,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Pyralidae,Pyralidae,2.3709505944546683,True,Odontopaschia,Odontopaschia,3.121928094887363,True,Odontopaschia ecnomia,Odontopaschia ecnomia,3.121928094887363,True
44,0.9667800664901733,Eukaryota,Eukaryota,0.0,True,Mollusca,Mollusca,0.0,True,Gastropoda,Gastropoda,0.0,True,Semisulcospiridae,Semisulcospiridae,0.0,True,Semisulcospiridae,Semisulcospiridae,0.0,True,Semisulcospira,Semisulcospira,0.0,True,Semisulcospira decipiens,Semisulcospira nakasekoae,2.6464393446710153,False
45,0.949573814868927,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Aves,Aves,0.0,True,Passeriformes,Passeriformes,0.0,True,Sylviidae,Sylviidae,1.3567796494470397,True,Iduna,Iduna,1.3567796494470397,True,Iduna pallida,Iduna pallida,1.3567796494470397,True
46,0.963437020778656,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Orthoptera,Orthoptera,0.0,True,Acrididae,Acrididae,0.46899559358928117,True,Chorthippus,Chorthippus,1.721928094887362,True,Chorthippus dorsatus,Chorthippus dorsatus,2.8464393446710154,True
47,0.9500545263290405,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Diptera,1.0,False,Sphingidae,Cecidomyiidae,2.1609640474436813,False,Cypa,Campylomyza,2.1609640474436813,False,Cypa decolor,Campylomyza salicia,2.5219280948873624,False
48,0.9797277450561523,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Depressariidae,Depressariidae,0.0,True,Agonopterix,Agonopterix,0.0,True,Agonopterix pulvipennella,Agonopterix pulvipennella,0.0,True
49,0.9560920000076294,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Malacostraca,Malacostraca,0.46899559358928117,True,Isopoda,Isopoda,0.46899559358928117,True,Philosciidae,Philosciidae,0.46899559358928117,True,Burmoniscus,Burmoniscus,0.46899559358928117,True,Burmoniscus okinawaensis,Burmoniscus okinawaensis,0.46899559358928117,True
50,0.9773612022399902,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Diptera,Diptera,0.0,True,Tachinidae,Tachinidae,0.9219280948873624,True,Houghia,Houghia,1.3567796494470397,True,Houghia gracilis,Houghia gracilis,1.3567796494470397,True
51,0.9159256815910339,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Hymenoptera,Hymenoptera,1.1567796494470395,True,Formicidae,Formicidae,1.1567796494470395,True,Pheidole,Pheidole,2.4464393446710155,True,Pheidole rugaticeps,Pheidole rugaticeps,2.7219280948873625,True
52,0.6549243927001953,Eukaryota,Eukaryota,0.0,True,Arthropoda,Nematoda,1.6854752972273344,False,Arachnida,Chromadorea,2.1709505944546685,False,Scorpiones,Rhabditida,2.1709505944546685,False,Buthidae,Ancylostomatidae,2.3709505944546683,False,Buthus,Ancylostoma,2.9219280948873627,False,Buthus draa,Ancylostoma ceylanicum,2.9219280948873627,False
53,0.9626443982124329,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Erebidae,Erebidae,0.46899559358928117,True,Scaptius,Cosmosoma,2.9219280948873627,False,Scaptius obscurata,Cosmosoma hercyna,2.9219280948873627,False
54,0.9011893272399902,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.8812908992306927,True,Cypriniformes,Cypriniformes,1.5709505944546687,True,Cyprinidae,Cyprinidae,1.7709505944546686,True,Onychostoma,Onychostoma,2.8464393446710154,True,Onychostoma barbatum,Onychostoma elongatum,3.121928094887363,False
55,0.9707849621772766,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Noctuidae,Erebidae,1.6854752972273344,False,Acronicta,Olulis,3.121928094887363,False,Acronicta americana,Olulis subrosea,3.121928094887363,False
56,0.9479402303695679,Eukaryota,Eukaryota,0.0,True,Mollusca,Mollusca,0.7219280948873623,True,Polyplacophora,Polyplacophora,0.7219280948873623,True,Chitonida,Chitonida,0.7219280948873623,True,Ischnochitonidae,Ischnochitonidae,2.9219280948873627,True,Lepidozona,Lepidozona,2.9219280948873627,True,Lepidozona pectinulata,Lepidozona pectinulata,3.121928094887363,True
57,0.9079417586326599,Eukaryota,Eukaryota,0.0,True,Nematoda,Nematoda,1.3567796494470397,True,Chromadorea,Chromadorea,1.3567796494470397,True,Rhabditida,Rhabditida,1.7709505944546686,True,Aphelenchoididae,Aphelenchoididae,2.1609640474436813,True,Aphelenchoides,Aphelenchoides,2.1609640474436813,True,Aphelenchoides besseyi,Aphelenchoides besseyi,2.1609640474436813,True
58,0.946250319480896,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.0,True,Tetraodontiformes,Tetraodontiformes,2.6464393446710157,True,Tetraodontidae,Tetraodontidae,2.8464393446710154,True,Sphoeroides,Sphoeroides,2.8464393446710154,True,Sphoeroides dorsalis,Sphoeroides dorsalis,2.8464393446710154,True
59,0.9080131649971008,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Coleoptera,Coleoptera,0.46899559358928117,True,Curculionidae,Chrysomelidae,2.1609640474436813,False,Xylosandrus,Callosobruchus,2.1609640474436813,False,Xylosandrus crassiusculus,Callosobruchus maculatus,2.1609640474436813,False
60,0.9778339266777039,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Diptera,Diptera,0.0,True,Limoniidae,Limoniidae,0.0,True,Molophilus,Molophilus,0.0,True,Molophilus oligacanthus,Molophilus oligacanthus,0.0,True
61,0.9459348320960999,Eukaryota,Eukaryota,0.0,True,Cnidaria,Cnidaria,0.46899559358928117,True,Scyphozoa,Scyphozoa,0.9219280948873624,True,Semaeostomeae,Semaeostomeae,1.7709505944546686,True,Pelagiidae,Pelagiidae,2.9219280948873627,True,Chrysaora,Chrysaora,2.9219280948873627,True,Chrysaora chinensis,Chrysaora chinensis,3.121928094887363,True
62,0.8926526308059692,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.46899559358928117,True,Diptera,Diptera,0.46899559358928117,True,Syrphidae,Syrphidae,0.46899559358928117,True,Cheilosia,Cheilosia,0.46899559358928117,True,Cheilosia vernalis,Cheilosia carbonaria,2.4464393446710155,False
63,0.9451922178268433,Eukaryota,Eukaryota,0.0,True,Mollusca,Mollusca,0.7219280948873623,True,Gastropoda,Gastropoda,0.9219280948873624,True,Stylommatophora,Stylommatophora,0.9219280948873624,True,Discidae,Discidae,0.9219280948873624,True,Anguispira,Anguispira,0.9219280948873624,True,Anguispira nimapuna,Anguispira nimapuna,0.9219280948873624,True
64,0.9698135256767273,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Coleoptera,Coleoptera,0.9709505944546688,True,Carabidae,Carabidae,0.9709505944546688,True,Bembidion,Bembidion,2.1219280948873624,True,Bembidion horni,Bembidion horni,2.9219280948873627,True
65,0.9617204070091248,Eukaryota,Eukaryota,0.0,True,Mollusca,Mollusca,0.8812908992306927,True,Bivalvia,Bivalvia,1.1567796494470395,True,Mytilida,Mytilida,1.1567796494470395,True,Mytilidae,Mytilidae,1.1567796494470395,True,Bathymodiolus,Bathymodiolus,1.3567796494470397,True,Bathymodiolus earlougheri,Bathymodiolus earlougheri,1.9609640474436811,True
66,0.963011622428894,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Mammalia,Mammalia,0.0,True,Rodentia,Rodentia,0.0,True,Cricetidae,Cricetidae,0.0,True,Oecomys,Oecomys,0.0,True,Oecomys tapajinus,Oecomys tapajinus,1.1567796494470395,True
67,0.9040769338607788,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.0,True,Carangiformes,Carangiformes,0.46899559358928117,True,Carangidae,Carangidae,0.46899559358928117,True,Caranx,Alepes,1.3567796494470397,False,Caranx sexfasciatus,Alepes vari,1.3567796494470397,False
68,0.9675114154815674,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Coleoptera,Coleoptera,0.8812908992306927,True,Carabidae,Carabidae,2.1219280948873624,True,Bembidion,Bembidion,2.1219280948873624,True,Bembidion rolandi,Bembidion rolandi,2.5219280948873624,True
69,0.9871381521224976,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Geometridae,Geometridae,0.0,True,Xanthorhoe,Xanthorhoe,0.0,True,Xanthorhoe ferrugata,Xanthorhoe ferrugata,0.0,True
70,0.9691162109375,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Orthoptera,Orthoptera,0.0,True,Gryllidae,Gryllidae,0.0,True,Acheta,Acheta,0.0,True,Acheta domesticus,Acheta domesticus,0.0,True
71,0.9671606421470642,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Mammalia,Mammalia,0.0,True,Rodentia,Rodentia,0.0,True,Muridae,Muridae,0.0,True,Mastomys,Mastomys,0.0,True,Mastomys natalensis,Mastomys natalensis,0.8812908992306927,True
72,0.9772778153419495,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Arachnida,Arachnida,0.0,True,Araneae,Araneae,0.0,True,Linyphiidae,Linyphiidae,0.0,True,Walckenaeria,Walckenaeria,0.0,True,Walckenaeria directa,Walckenaeria directa,0.0,True
73,0.9404848217964172,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.46899559358928117,True,Ephemeroptera,Ephemeroptera,1.360964047443681,True,Ephemerellidae,Heptageniidae,2.0464393446710156,False,Drunella,Epeorus,2.0464393446710156,False,Drunella ishiyamana,Epeorus bifurcatus,2.9219280948873627,False
74,0.9728137254714966,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Nymphalidae,Nymphalidae,0.0,True,Erebia,Erebia,0.0,True,Erebia medusa,Erebia medusa,1.1567796494470395,True
75,0.9424787163734436,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.0,True,Pseudochromidae,Pseudochromidae,2.521928094887362,True,Pseudochromidae,Pseudochromidae,2.521928094887362,True,Pseudoplesiops,Pseudoplesiops,2.521928094887362,True,Pseudoplesiops revellei,Pseudoplesiops revellei,3.121928094887363,True
76,0.9810009598731995,Eukaryota,Eukaryota,0.0,True,Echinodermata,Echinodermata,0.0,True,Ophiuroidea,Ophiuroidea,0.0,True,Amphilepidida,Amphilepidida,0.0,True,Ophiactidae,Ophiactidae,0.0,True,Ophiactis,Ophiactis,0.0,True,Ophiactis abyssicola,Ophiactis abyssicola,0.0,True
77,0.9839189648628235,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Prodoxidae,Prodoxidae,0.0,True,Tegeticula,Tegeticula,0.0,True,Tegeticula synthetica,Tegeticula synthetica,0.0,True
78,0.8802813291549683,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Hemiptera,Hemiptera,1.3609640474436813,True,Aphididae,Aphididae,2.4464393446710155,True,Macrosiphum,Pachypappa,2.9219280948873627,False,Macrosiphum hamiltoni,Pachypappa sacculi,3.121928094887363,False
